VAR,EST
fastwaves-0-0-0-1-2-2-2-2-2-my,2.2320290431999967
fastwaves-0-0-0-0-1-1-2-3-4-mz,1.8002212959999977
fastwaves-0-1-1-2-2-3-3-4-4-py,1.8147337439999975
fastwaves-0-0-0-1-2-2-2-3-3-px,2.0435948159999966
fastwaves-0-0-0-0-0-0-1-2-3-mz,1.8492152319999999
fastwaves-0-0-0-1-2-2-2-3-3-pz,1.8184092903999969
fastwaves-0-0-1-2-2-2-3-4-4-py,1.8176770351999998
fastwaves-0-1-1-1-2-2-2-2-2-pz,2.124458735999998
fastwaves-0-1-1-2-3-3-3-4-4-my,1.8224121959999977
fastwaves-0-0-1-2-2-3-3-3-4-px,1.9857953663999994
fastwaves-0-0-0-0-1-1-2-3-4-my,1.8556709519999981
fastwaves-0-1-1-2-2-3-3-4-4-my,1.8992523719999972
fastwaves-0-0-1-1-1-2-3-3-3-mz,1.8579920255999971
fastwaves-0-0-1-2-2-3-3-3-4-py,1.7474674687999989
fastwaves-0-1-1-1-2-2-2-2-2-my,2.2718182751999962
fastwaves-0-0-0-0-0-0-1-1-1-px,2.1252585599999958
fastwaves-0-0-0-1-2-2-2-2-2-py,2.1357517824000007
fastwaves-0-0-1-2-2-3-3-3-4-mz,1.8292260863999958
fastwaves-0-1-1-1-2-2-2-2-3-my,1.8734196959999982
MAX,2.8044610560000001
fastwaves-0-0-1-1-1-2-2-3-3-mz,1.8428196095998806
fastwaves-0-1-2-2-2-2-3-4-4-mz,1.8144062879999965
